證券代碼,年月,市場風險溢酬,規模溢酬 (3因子),規模溢酬 (5因子),淨值市價比溢酬,益本比溢酬,股利殖利率溢酬,動能因子,短期反轉因子,長期反轉因子,盈利能力因子,投資因子,無風險利率,市場投組,大型投組,小型投組,高淨值市價投組,中淨值市價投組,低淨值市價投組,高益本比投組,低益本比投組,中益本比投組,高股利殖利率投組,中股利殖利率投組,低股利殖利率投組,高動能投組,中動能投組,低動能投組,高短期反轉投組,中短期反轉投組,低短期反轉投組,高長期反轉投組,中長期反轉投組,低長期反轉投組,高盈利能力投組,中盈利能力投組,低盈利能力投組,高投資投組,中投資投組,低投資投組,大型高淨值市價投組,大型中淨值市價投組,大型低淨值市價投組,小型高淨值市價投組,小型中淨值市價投組,小型低淨值市價投組,大型高益本比投組,大型中益本比投組,大型低益本比投組,小型高益本比投組,小型中益本比投組,小型低益本比投組,大型高股利殖利率投組,大型中股利殖利率投組,大型低股利殖利率投組,小型高股利殖利率投組,小型中股利殖利率投組,小型低股利殖利率投組,大型高動能投組,大型中動能投組,大型低動能投組,小型高動能投組,小型中動能投組,小型低動能投組,大型高短期反轉投組,大型中短期反轉投組,大型低短期反轉投組,小型高短期反轉投組,小型中短期反轉投組,小型低短期反轉投組,大型高長期反轉投組,大型中長期反轉投組,大型低長期反轉投組,小型高長期反轉投組,小型中長期反轉投組,小型低長期反轉投組,大型高盈利能力投組,大型中盈利能力投組,大型低盈利能力投組,小型高盈利能力投組,小型中盈利能力投組,小型低盈利能力投組,大型高投資投組,大型中投資投組,大型低投資投組,小型高投資投組,小型中投資投組,小型低投資投組
Z8888 上市＋上櫃(不含金融),201304,2.955,-2.9824,-3.3069,1.3583,1.316,1.5539,3.8903,-3.5134,1.5753,-0.4255,2.2468,1.355,3.0679,3.2098,0.0002,2.5382,0.8816,3.866,3.2517,2.4151,3.5682,3.3804,2.4823,3.1282,5.6231,2.3,-1.5942,6.0392,0.2868,3.926,5.1252,1.1999,6.2778,4.6397,1.0389,4.8393,1.4661,3.6783,3.8284,2.9588,0.7634,3.9869,0.2053,2.096,-3.5393,3.3368,2.4991,3.7655,2.2309,-1.2239,-0.8297,3.5642,2.5318,3.2477,1.2262,0.5059,-1.5651,5.874,2.35,-1.6478,-0.5483,1.1364,-0.807,6.3976,0.2721,4.1346,1.7138,0.6153,-3.0499,5.2585,1.199,7.1623,-0.2555,1.2284,0.9913,4.7794,1.0658,5.5197,-0.2954,0.3794,-0.1847,1.5882,3.8083,4.0225,-1.0265,0.0636,1.0328
Z8888 上市＋上櫃(不含金融),201305,2.1754,2.3166,3.3616,6.0908,-0.173,0.1105,-0.7541,-1.042,5.578,-4.5757,2.2561,1.355,2.2883,2.102,6.4342,9.5818,1.7798,1.4105,1.749,2.0757,1.6856,1.6629,2.2104,1.3948,1.8318,2.48,2.7812,1.998,2.956,1.9839,1.4795,1.9773,7.9683,2.4606,1.4519,4.5738,2.308,1.6247,4.015,9.681,1.4376,1.3533,9.0183,5.2389,5.1644,1.3178,2.0681,1.4497,6.966,2.4172,7.1801,1.3152,2.2002,1.2918,5.8302,2.6248,5.6325,1.5918,2.3517,2.5934,6.8244,5.4048,7.331,1.8457,2.7746,1.7013,7.4418,6.3135,5.5021,1.4113,1.8134,7.5974,5.1291,5.7613,10.0989,2.4606,1.2754,3.8487,2.4634,5.796,10.2267,2.1335,1.5117,3.6839,5.942,4.8864,8.9039
Z8888 上市＋上櫃(不含金融),201306,-2.4842,-0.385,-0.7985,-3.3457,-2.5226,0.6231,2.0096,2.5838,-5.8258,4.288,1.9012,1.355,-2.3713,-2.2991,-3.9145,-5.4706,-4.2299,-0.8579,-6.3556,-0.5481,-0.9351,-3.4012,-1.2566,-1.8363,-2.4799,-1.1795,-5.11,-4.7537,-1.6599,-2.1805,0.476,-3.4906,-7.7222,-1.0657,-2.5398,-6.2396,-5.0996,-1.4085,-0.9731,-5.501,-4.3327,-0.8195,-5.2947,-3.2288,-3.2848,-6.6862,-0.4798,-0.824,-2.5661,-3.5971,-3.3831,-3.5484,-1.2199,-1.7626,-1.712,-2.7316,-4.744,-2.3885,-1.1324,-5.0806,-4.2643,-2.447,-5.5913,-4.6884,-1.5919,-2.1646,-5.3288,-3.4271,-2.685,0.5252,-3.471,-8.1932,-1.9691,-3.9458,-4.9023,-1.0257,-2.5228,-6.2921,-2.5412,-2.9402,-5.8508,-5.1559,-1.3451,-0.7157,-3.9688,-3.1814,-4.6066
Z8888 上市＋上櫃(不含金融),201307,1.5618,0.9068,1.7931,-0.298,2.897,3.839,0.822,-2.8607,-4.697,2.7894,-4.8387,1.355,1.6747,1.6317,2.6528,1.6724,2.3107,1.4855,4.4282,1.2178,3.4057,5.2194,3.2507,0.9351,0.7022,2.2987,2.2019,0.842,4.1073,-1.3536,1.9461,2.6424,-4.6303,0.4695,4.1647,-1.0694,1.7318,3.6458,-5.1129,1.5237,2.2958,1.4634,2.4285,2.4901,3.0848,4.322,1.1571,3.4835,6.4745,3.6486,1.5191,5.2355,3.181,0.9201,5.0564,5.8616,1.6939,0.6147,2.2212,2.3065,3.6139,3.8386,0.2781,0.7581,4.129,-1.494,3.8356,3.6346,0.3663,1.9195,2.6534,-5.5609,3.166,2.2976,1.2525,0.3604,4.2319,-1.2308,4.7469,2.7458,0.7593,1.7035,3.6339,-5.977,2.9822,3.9201,0.9854
Z8888 上市＋上櫃(不含金融),201308,-0.1903,0.327,0.4603,0.4551,1.0736,-0.1137,-0.7077,-1.0593,0.8055,-0.8827,0.0284,1.355,-0.0774,-0.1036,0.5089,0.8329,0.7731,-0.6629,0.9323,-0.9047,0.2129,-0.8215,1.0909,-0.96,-1.1585,0.2819,0.8773,0.2291,0.1009,-0.6329,-1.0627,0.436,0.7665,-0.6192,0.188,0.7259,-0.1731,0.2031,-0.6693,0.8814,0.8251,-0.6899,0.5896,0.1572,1.2507,0.928,-0.9608,0.2398,1.0137,1.2652,-0.4452,-0.8704,1.0462,-0.9794,-0.3264,2.7101,0.01,-1.1975,0.1793,0.9496,0.0197,2.0744,-0.7121,0.1963,0.0673,-0.6435,0.8634,0.985,-0.4153,-1.1014,0.426,0.837,0.7085,0.7431,0.3811,-0.6323,0.144,0.7708,-0.1315,1.1285,0.2308,-0.1748,0.1771,-0.8712,-0.0992,0.7928,0.654
Z8888 上市＋上櫃(不含金融),201309,2.2228,0.0095,0.3779,3.1295,-0.5081,-0.7929,0.2267,1.1277,2.8669,-3.4164,2.3714,1.355,2.3357,2.2848,3.4616,4.6758,3.5246,1.7194,2.8327,1.4792,2.4929,2.0833,2.442,1.4784,2.4483,2.2114,2.2969,3.1038,1.286,3.8691,1.0563,2.9455,6.0124,0.4389,3.5109,4.4598,1.4475,2.9266,4.0895,4.5837,3.5671,1.7191,5.1362,3.0204,1.7418,2.8957,1.453,2.4687,1.6483,2.4759,3.0915,2.0781,2.463,1.4197,2.1357,1.692,4.38,2.398,2.1699,2.2199,3.7537,3.276,3.4784,3.1332,1.2061,3.8535,2.5825,3.7683,4.1175,1.0018,2.8873,6.3203,3.4879,4.6845,3.9031,0.4048,3.4945,4.4577,1.7027,3.8578,4.4825,1.4314,2.8931,4.064,2.1413,3.6826,4.2514
Z8888 上市＋上櫃(不含金融),201310,2.9513,0.7799,0.333,-0.9618,0.0503,-1.3425,2.9596,-1.4469,-2.8666,0.814,-1.8391,1.355,3.0642,3.0787,2.7466,-0.0408,2.1277,3.9717,1.5244,4.1576,3.9264,2.8996,1.1232,5.6468,4.2475,3.7562,0.0832,3.8313,3.7591,0.3845,3.1344,3.6886,0.8156,3.5706,3.4562,0.7811,3.6308,2.9641,0.9892,-0.8351,2.0769,4.0154,3.8945,2.735,0.9675,1.3944,4.1918,4.0351,3.9942,2.8689,1.253,2.9315,1.0849,5.7125,2.5805,2.5008,2.4845,4.2797,3.7974,-0.0382,3.6562,2.5144,2.0549,3.9584,3.7677,0.2339,1.8659,3.4868,2.6967,3.0705,3.686,0.7374,4.964,3.7844,1.564,3.6426,3.4236,0.6402,0.9437,4.1448,2.318,3.641,2.9735,0.7672,3.1953,2.753,2.3908
Z8888 上市＋上櫃(不含金融),201311,-0.6542,-0.2283,-0.3731,-0.6568,2.6275,1.3264,3.4227,-0.715,0.4682,-0.6976,-0.5056,1.355,-0.5413,-0.5133,-1.1586,-0.9636,-0.6922,-0.5825,1.845,-1.4933,-0.5262,-0.2306,0.076,-1.0758,1.6185,-1.1699,-0.9894,-0.7323,0.0213,-1.5039,-1.7843,0.7437,-1.0319,-1.171,-0.1543,0.1356,-0.4105,-0.288,-2.0536,-0.9751,-0.5862,-0.5911,-0.9091,-1.9487,0.0205,1.932,-1.5039,-0.4424,0.2344,-1.0871,-2.6462,-0.1644,0.0994,-1.0437,-0.8955,-0.7519,-2.669,1.6605,-1.1549,-0.881,1.0549,-1.6321,-3.249,-0.7393,0.0916,-1.5303,-0.5408,-1.689,-1.1797,-1.779,0.7833,-0.8771,-2.0607,-0.295,-2.0262,-1.1822,-0.0799,0.2192,-0.7498,-1.7149,-0.7561,-0.3906,-0.2188,-2.3314,-1.2617,-1.8423,-0.3322
Z8888 上市＋上櫃(不含金融),201312,2.4058,4.5569,4.9413,0.6836,0.447,0.6442,0.3677,-0.6971,2.0066,-0.1757,1.113,1.355,2.5187,2.2876,7.5512,4.6492,3.3385,1.8574,3.0333,1.5834,2.8279,3.4057,2.2861,2.1159,3.1499,2.0733,2.8202,2.721,1.95,3.9818,1.386,2.7139,4.3769,1.6605,3.067,3.3533,1.8393,2.7959,4.5074,4.041,3.067,1.7617,7.5204,6.5875,8.4325,2.7896,1.4516,2.673,7.5995,6.5902,6.822,2.9768,2.151,2.0108,7.7416,7.1159,7.4192,2.7797,1.8908,2.6467,7.6141,7.5657,7.0116,2.4358,1.8077,3.705,9.2899,6.4312,6.6264,1.2854,2.586,3.8176,6.1265,6.3931,7.6074,1.4676,2.8975,2.9428,8.8522,6.6738,7.7285,1.6886,2.6405,3.8613,8.3276,6.3366,8.3809
Z8888 上市＋上櫃(不含金融),201401,-1.4027,2.9779,2.9171,1.5134,1.4383,1.4607,-2.212,-0.9354,3.1084,-1.4392,2.5786,1.355,-1.2898,-1.4338,1.6915,-0.0467,-1.3658,-1.4593,2.3558,-1.5494,-4.1063,2.2242,-1.1746,-2.6864,-2.5258,-0.9986,-0.6251,-1.0301,-1.0419,-1.6626,-1.5781,-1.6944,1.0879,-0.8614,-1.4759,-1.8936,-0.9467,-2.5286,1.7026,-0.7183,-1.6001,-1.4939,3.0163,1.3399,0.7651,2.5434,-1.6124,-4.3963,-0.9934,0.7218,3.0698,2.4585,-1.1967,-2.7929,-0.0345,-0.4246,2.2956,-2.7305,-1.1129,-0.7948,0.3946,2.081,2.883,-1.5933,-1.1628,-1.715,1.9397,2.4252,0.1907,-1.6185,-1.8182,0.518,0.2712,1.6835,4.3514,-0.8828,-1.5905,-2.5096,-0.136,0.8699,4.3691,-0.9868,-2.6857,1.3987,0.6713,0.8465,3.4429
Z8888 上市＋上櫃(不含金融),201402,3.1546,5.396,5.6754,0.7939,-0.6614,-1.3215,3.5866,-1.5292,1.364,1.3615,-0.3176,1.355,3.2675,2.9976,8.6535,5.3354,3.504,2.8543,2.6714,3.3424,2.7696,3.5375,2.4465,3.4504,7.5382,1.8355,2.201,4.1133,2.5133,3.6643,3.8046,1.8334,4.9199,4.1987,2.3062,3.355,3.7366,2.5573,3.7436,4.3581,3.1801,2.745,9.6583,7.1294,9.6836,2.3278,3.2288,2.4445,9.0209,7.3253,10.2269,3.1379,2.2789,3.303,7.4827,8.1049,9.9606,7.3875,1.605,1.8723,9.4112,8.7013,7.7533,3.5447,2.3002,3.51,10.7047,7.4596,7.681,3.7468,1.5681,4.2023,6.6269,8.188,8.8993,4.0267,2.0183,2.8189,9.9552,8.0592,8.4399,3.6119,2.2703,2.8242,8.6751,8.5033,8.8277
Z8888 上市＋上櫃(不含金融),201403,2.8431,1.5028,1.3268,-3.6208,1.0235,0.6145,0.8668,-0.3649,-1.6201,4.5393,-2.5668,1.355,2.956,2.9338,3.3736,0.7704,1.2163,3.9685,3.0997,5.0625,0.4475,3.6778,3.1902,3.5298,2.1156,3.7868,1.7342,1.8429,4.4404,1.5764,4.5071,2.0141,1.0342,5.2353,1.9307,-0.2556,4.6679,1.2064,1.6017,0.5737,1.0498,3.9428,1.5971,3.0081,5.4695,3.1031,5.1081,0.2918,3.041,3.5264,3.8054,3.556,3.1852,3.5274,4.8331,3.3502,3.6326,1.9009,3.8144,1.6813,4.1852,2.9501,2.6713,1.6604,4.4589,1.5444,3.192,4.015,2.5783,4.5557,2.0042,0.764,2.4839,2.2403,3.0355,5.2212,1.8901,-0.5505,5.6833,2.7036,2.3763,4.6735,1.0947,1.4142,4.4541,3.3792,2.5798
Z8888 上市＋上櫃(不含金融),201404,-0.3381,-2.8517,-3.7996,-2.754,0.1551,-0.0617,-1.4325,-0.6287,1.9781,1.2892,-0.0121,1.355,-0.2252,-0.0159,-4.1587,-1.8955,-2.2774,0.6846,-0.8829,-0.1724,-0.6473,-1.7163,-0.4816,-0.1342,-1.3014,0.1465,-0.3031,0.1386,-0.0933,-1.4052,-0.6624,-0.151,0.94,0.141,-0.5317,-0.4168,0.6148,-1.7758,1.3723,-1.1149,-2.0738,0.722,-5.1353,-4.4223,-1.4642,-0.7675,-0.0417,-0.5128,-2.8791,-4.6232,-3.444,-1.4553,-0.3967,-0.0053,-4.1612,-3.184,-5.4878,-0.8325,0.2957,-0.1951,-4.8486,-4.3292,-2.621,0.413,0.0059,-1.0692,-5.0269,-2.6918,-4.802,-0.5612,0.0327,1.7555,-5.0446,-4.5763,-3.4052,0.2233,-0.3137,0.103,-2.4439,-4.6447,-4.902,0.7039,-1.6261,2.5411,-2.768,-4.6219,-4.6294
Z8888 上市＋上櫃(不含金融),201405,3.3663,1.7257,1.4969,0.6899,0.1436,-1.4531,3.9254,-1.2311,6.0662,-0.401,1.7539,1.355,3.4792,3.3626,5.753,6.017,3.736,2.9392,3.8511,2.8173,1.1374,3.5859,3.4325,1.6047,7.5458,2.4157,3.2444,4.3951,1.5642,4.0218,2.3847,1.76,11.8253,3.0923,2.7496,6.4187,3.3083,2.1022,8.8283,6.1587,3.6115,2.8638,5.4093,5.0774,7.3244,3.8295,2.6949,0.8654,4.2321,7.1793,6.9091,3.6446,3.2864,1.4557,3.0199,8.1888,8.1149,7.5985,2.3247,3.2277,7.1955,5.1544,3.7156,4.3111,1.4364,3.5125,7.8793,3.653,6.2156,2.354,1.6199,12.8142,3.7266,4.9573,5.3988,2.9678,2.5795,6.667,7.0789,6.0957,4.1817,3.1937,1.9497,9.5329,7.7919,5.0767,4.9605
Z8888 上市＋上櫃(不含金融),201406,3.7533,0.381,0.2742,0.5596,0.2438,-1.4541,2.7709,-2.4647,0.3371,-1.8178,-0.4865,1.355,3.8662,3.8524,4.1295,4.0198,2.6526,4.251,3.7265,3.4223,4.0514,2.0034,3.5003,4.2682,6.2288,3.7188,1.5117,4.9576,3.6914,3.0895,4.0367,3.9164,3.7228,3.7061,3.7073,4.6772,4.1626,3.3433,4.2542,3.9778,2.4457,4.2773,4.2014,4.8596,2.7827,3.6924,3.4209,4.0816,4.3237,3.4721,3.4469,1.779,3.5272,4.2599,4.1789,2.6635,4.6061,6.4296,3.6971,1.4114,4.1364,4.3507,3.6128,4.9259,3.6749,3.1373,5.3358,4.1409,2.1951,4.0804,3.8727,3.7513,2.4966,4.9719,3.4999,3.7221,3.7323,4.5302,3.2127,3.231,6.0402,4.1413,3.3161,4.3336,4.9617,3.8584,3.7964
Z8888 上市＋上櫃(不含金融),201407,-0.6235,-1.5748,-0.9031,3.5056,0.2098,2.4675,-2.7616,2.1945,1.4733,0.0753,1.1649,1.355,-0.5106,-0.4925,-0.8731,2.4033,0.2157,-1.4877,-0.149,-0.5323,-0.3382,0.9135,0.9764,-2.4089,-3.5482,0.308,0.8339,-1.2888,0.1217,0.2741,-0.8284,0.1975,1.4986,-1.3488,1.2896,-1.9251,-1.7407,0.8087,0.4289,2.7509,0.2919,-1.4671,0.2619,-0.8793,-2.5313,-0.0918,-0.5703,-0.2232,-1.647,0.8477,-1.9351,1.0062,0.984,-2.4237,-0.3937,0.7053,-1.8988,-3.6286,0.3101,0.9388,-2.228,0.2571,-1.2721,-1.2203,0.0775,0.3714,-3.4372,1.0133,-0.64,-0.8282,0.1808,1.7728,-0.8397,0.5889,-0.4941,-1.3418,1.3887,-2.1479,-1.7302,-0.2582,-1.0746,-1.7604,0.885,0.6763,-0.916,-0.7021,-1.0229
Z8888 上市＋上櫃(不含金融),201408,1.6838,-3.9834,-3.1037,2.3578,3.1924,0.5591,1.9552,-1.7494,-0.3824,4.6756,-0.4068,1.355,1.7967,1.9676,-1.6282,1.8717,2.8759,1.1981,4.2102,2.0607,-0.7179,1.5293,3.1357,1.7349,3.6497,1.9679,0.0343,2.8447,1.0412,2.1424,1.2427,3.4687,0.1481,3.0848,0.8979,-3.6507,2.4635,1.1801,1.0454,2.0867,3.2417,1.2889,0.5144,-2.4439,-3.4034,4.3817,2.1402,-0.6421,-0.4246,-0.7826,-1.7855,1.6632,3.236,1.8359,-0.3945,-0.485,-1.6854,3.9986,2.0814,0.137,-2.1083,-0.6055,-2.1571,3.0031,1.112,2.6747,-0.5528,-0.7984,-3.7231,1.3137,3.6713,0.379,-1.8985,-0.8473,-1.7285,3.157,0.991,-3.732,-0.8829,-0.5739,-3.3451,2.5873,1.2453,1.6392,-2.6532,-0.1214,-2.5187
Z8888 上市＋上櫃(不含金融),201409,-5.0144,2.8485,2.5011,-1.3163,-2.2776,-1.0026,-1.5831,1.4149,-2.7961,-1.9391,-1.1487,1.355,-4.9015,-5.0138,-2.5703,-6.2,-4.8003,-4.6782,-6.271,-5.0085,-3.1827,-5.1268,-4.7425,-4.8375,-6.4428,-4.9794,-3.5083,-5.0632,-4.9378,-4.0125,-4.6271,-4.5176,-8.4549,-5.1473,-4.9495,-2.8368,-5.0044,-4.1598,-6.8002,-6.6544,-4.987,-4.7177,-3.2814,-1.9468,-2.5855,-6.3721,-5.0815,-3.2682,-3.4205,-2.3159,-1.9692,-5.2788,-4.7741,-4.94,-2.8984,-3.569,-1.2321,-6.6973,-5.0643,-3.5626,-2.384,-2.849,-2.3525,-5.0954,-5.0895,-4.3245,-3.8236,-2.2438,-1.7647,-4.6747,-4.6434,-9.0219,-2.6686,-1.302,-3.9135,-5.165,-5.1443,-2.9251,-4.1379,-1.8317,-2.4997,-5.0646,-4.2163,-7.5363,-2.3851,-3.0215,-2.2109
Z8888 上市＋上櫃(不含金融),201410,-1.0192,-5.3702,-4.7719,-0.3779,2.113,1.268,-0.1534,0.6669,-3.0306,4.5126,-1.5822,1.355,-0.9063,-0.6345,-6.4205,-2.3729,-1.7849,-0.1227,-0.8534,0.607,-3.0244,-0.5282,-1.5723,0.4768,-2.5801,0.9289,-2.3331,-4.6702,0.8766,-2.405,1.7197,-1.4929,-2.8727,0.9152,-2.7381,-6.5619,0.2676,-1.9011,-2.6227,-1.8181,-1.4534,0.0089,-5.805,-6.6921,-6.8761,-0.7002,0.7975,-2.7234,-5.0269,-6.1913,-7.2296,-0.2285,-1.4702,0.7371,-4.8034,-5.3247,-8.305,-2.3604,1.185,-2.0143,-6.887,-5.5564,-6.9263,-4.4972,1.1244,-2.2044,-5.9958,-6.4081,-6.9548,1.8881,-1.3184,-2.403,-5.3826,-5.5186,-7.1526,1.0255,-2.4829,-6.4996,-5.2986,-6.6733,-6.7987,0.4181,-1.6895,-1.8828,-6.1112,-6.0914,-6.9747
Z8888 上市＋上櫃(不含金融),201411,2.5487,-1.597,-1.5677,-1.7637,0.7937,-2.1794,2.2211,-0.9941,-2.0111,2.2731,-1.1951,1.355,2.6616,2.7659,0.3833,1.3373,1.1054,3.7598,2.0455,4.0954,0.4809,0.5417,1.4483,5.2845,3.3966,3.2217,-0.0946,3.5529,1.2701,0.9186,4.3533,1.3835,0.0764,3.8821,1.0274,0.1248,3.9208,1.3896,1.3475,1.4874,1.1943,3.799,0.3776,-0.2812,1.5933,2.1048,4.1871,0.4868,0.3637,0.5754,0.3943,0.5462,1.4881,5.4288,0.4744,-0.0734,-0.0495,3.5197,3.3396,-0.1356,1.2658,-0.399,0.4788,3.6211,1.3613,0.8873,0.348,-0.1293,1.0937,4.4298,1.4464,-0.1058,0.6894,-0.2186,1.2028,3.9303,1.0826,0.0786,0.9947,0.1408,0.3003,3.995,1.4586,1.4492,0.563,-0.0418,0.7186
Z8888 上市＋上櫃(不含金融),201412,2.1686,4.7993,4.011,1.6489,-2.3647,1.0097,-1.8483,2.8699,5.3479,-4.5971,2.3977,1.355,2.2815,2.0452,7.4656,5.091,1.759,1.9952,0.6354,1.6511,4.2117,4.0352,0.4749,1.8379,0.756,3.1293,4.3654,1.8078,1.4991,6.7123,1.701,0.8911,9.2891,0.9296,3.2685,9.1038,1.2313,2.3421,6.7272,4.6655,1.4118,1.9006,7.8342,7.2403,7.3013,0.438,1.4952,3.9866,6.3274,7.7959,7.5081,3.8639,0.2716,1.712,6.5834,8.3618,6.7159,0.4953,2.98,4.0739,8.0208,6.4935,8.1387,1.6338,1.2593,6.5063,7.833,6.4709,8.7002,1.6162,0.6731,9.3355,6.0173,6.134,8.9938,0.8259,3.0257,9.4223,7.3067,7.1948,7.9045,1.0918,2.0786,6.7041,7.6877,7.8849,6.8708
Z8888 上市＋上櫃(不含金融),201501,0.5553,-0.3956,0.1261,1.308,2.2834,0.0232,0.8673,0.503,-0.6785,1.1639,0.0178,1.355,0.6682,0.663,0.791,1.7365,0.9469,0.3041,1.0935,1.2766,-1.3666,0.4558,1.1591,0.6378,0.84,0.8472,-0.504,-0.2409,0.092,1.1164,1.1392,0.2039,0.4253,0.789,0.6411,-0.1357,0.2625,1.4664,-0.105,1.884,0.9197,0.3142,0.8119,1.3536,-0.2343,1.0539,1.2864,-1.4719,2.1716,0.9133,0.1306,0.4742,1.1524,0.6561,0.189,1.401,-0.0394,0.8437,0.8345,-0.6066,0.7271,1.107,0.4428,-0.3494,-0.0143,1.1396,0.4952,1.5835,0.0121,1.1395,0.1643,0.4152,1.1225,0.9253,0.4899,0.7733,0.6417,-0.2812,1.6931,0.6313,0.4198,0.2615,1.4883,-0.2607,0.3071,1.0288,0.8648
Z8888 上市＋上櫃(不含金融),201502,2.3067,-1.8418,-1.6415,-0.9702,1.254,-0.922,1.5316,-0.3655,-2.1837,2.2091,-1.7896,1.355,2.4196,2.5295,0.1757,0.9759,1.3324,3.2948,1.6157,3.587,1.1772,1.3341,1.8481,4.08,2.9614,2.155,0.8326,2.0153,2.8595,1.8315,3.9726,1.3735,0.8638,3.1585,1.7279,-0.3015,3.3405,1.8034,0.5165,1.1154,1.3904,3.3606,0.0883,0.4691,-0.2164,1.6129,3.6843,1.2972,1.6925,-0.028,-0.4999,1.3627,1.8987,4.1918,0.9187,0.0321,-0.0663,3.0445,2.2311,1.0141,0.3113,0.6884,-0.7214,2.0982,2.9659,1.9657,0.4893,0.1198,-0.1093,4.0312,1.402,1.0468,1.0441,0.7188,-0.3388,3.2016,1.8265,-0.3334,0.7035,0.1898,-0.1797,3.4038,1.8792,0.6366,0.5868,0.2913,-0.2252
Z8888 上市＋上櫃(不含金融),201503,-0.3703,1.7634,2.2689,0.5688,1.891,2.7427,1.5844,-2.9879,-1.6561,2.0848,-0.9514,1.355,-0.2574,-0.3526,1.7343,-0.1381,1.0755,-0.9694,1.2615,-1.1062,0.2936,1.156,0.5491,-1.2106,-0.3227,0.1375,-1.3515,0.0895,0.2403,-2.3743,-0.4312,-0.2611,-0.8288,-0.1527,-0.3168,-0.847,-0.596,0.5717,-1.4473,-0.406,0.9976,-1.006,1.584,2.2453,1.0465,1.2008,-1.215,0.3142,2.8961,3.0868,0.0007,0.9749,0.4572,-1.256,3.7994,3.9068,0.545,-0.4069,0.0638,-1.667,2.6293,1.532,0.7206,0,0.1959,-2.7462,4.05,0.9874,0.8204,-0.5088,-0.3569,-1.055,3.4374,1.9503,0.6715,-0.2201,-0.4351,-1.2362,3.7843,1.5599,0.6309,-0.6521,0.4968,-1.8783,1.9106,2.0853,1.2341
Z8888 上市＋上櫃(不含金融),201504,1.0048,-0.1653,0.2315,-0.7425,-0.3327,0.3753,1.2561,-3.5888,-5.2967,2.5426,-1.7917,1.355,1.1177,1.1398,0.6908,0.3926,0.6062,1.5384,0.1742,1.017,4.1501,0.8457,1.6948,2.0223,0.587,2.1571,0.6893,2.7315,3.0334,-1.5768,1.271,1.1092,-2.6426,0.5873,2.7629,-1.8067,1.2995,1.749,-1.7064,0.3936,0.5838,1.5538,0.3863,0.938,0.7111,0.0584,1.0193,4.4767,3.2334,0.9313,-0.5195,0.7356,1.7061,2.067,2.4047,1.2936,0.3227,0.5521,2.2164,1.002,1.7825,1.0644,-1.1797,2.8074,3.1289,-1.5982,1.8127,0.9859,-0.9592,1.2072,1.1746,-2.7621,4.6838,-0.2156,-1.9403,0.5489,2.9654,-2.47,2.7357,-0.3797,0.6695,1.3298,1.7327,-1.934,-0.014,2.0744,-0.3336
Z8888 上市＋上櫃(不含金融),201505,-1.247,-2.1542,-1.5657,-1.7334,3.378,0.2664,5.4614,-0.0185,-1.2937,5.8256,-0.8775,1.355,-1.1341,-1.0158,-3.6577,-2.2934,-1.4925,-0.7165,0.5709,-0.6029,-3.0662,-2.5058,-0.2281,-0.5176,0.7126,-2.3435,-5.4025,-1.5736,-0.5351,-1.8249,-1.1284,-0.8991,-2.7153,0.501,-2.7484,-7.2298,0.4293,-3.194,-1.2376,-1.9578,-1.3342,-0.6887,-4.4113,-3.8185,-2.2136,0.6567,-0.5263,-2.9527,-1.6237,-3.4132,-4.7702,-2.4845,-0.1786,-0.3905,-2.799,-1.9848,-5.4258,0.7768,-2.2276,-5.3447,-1.1061,-4.7817,-5.9073,-1.4993,-0.3756,-1.7515,-3.2982,-4.3597,-3.0829,-1.0937,-0.7072,-2.4073,-3.2063,-4.3555,-4.4801,0.54,-2.6812,-7.8942,-1.6214,-3.8246,-4.8384,0.5144,-3.1627,-0.8154,-3.3025,-3.8132,-3.7278
Z8888 上市＋上櫃(不含金融),201506,-3.7438,0.8179,1.2216,-3.1289,-0.7061,-0.882,6.1136,-6.2554,-6.2625,4.1694,-4.0238,1.355,-3.6309,-3.6076,-4.139,-7.5314,-4.9028,-2.1902,-4.7982,-2.2933,-3.6734,-3.4509,-2.5037,-2.883,-2.0255,-4.0437,-9.0776,-2.543,-4.0947,-8.2096,-2.6106,-2.7636,-10.5185,-2.7151,-4.1539,-9.3038,-2.7959,-3.1584,-8.9991,-7.9468,-5.0017,-2.1499,-4.849,-3.4074,-4.3882,-4.7991,-2.2656,-3.6164,-4.7748,-3.3362,-4.5454,-3.3767,-2.4653,-2.8749,-4.4767,-3.8946,-3.2146,-2.0367,-3.9861,-9.2768,-1.6807,-5.0471,-6.6677,-2.6091,-4.0143,-8.4003,-0.1708,-5.5938,-6.8904,-2.619,-2.67,-11.2245,-2.0877,-4.4864,-6.0071,-2.6948,-4.141,-10.809,-3.8432,-4.3622,-4.0679,-2.7728,-3.1399,-9.655,-3.8527,-3.5275,-5.0181
