證券代碼,年月,市場風險溢酬,規模溢酬 (3因子),規模溢酬 (5因子),淨值市價比溢酬,益本比溢酬,股利殖利率溢酬,動能因子,短期反轉因子,長期反轉因子,盈利能力因子,投資因子,無風險利率,市場投組,大型投組,小型投組,高淨值市價投組,中淨值市價投組,低淨值市價投組,高益本比投組,低益本比投組,中益本比投組,高股利殖利率投組,中股利殖利率投組,低股利殖利率投組,高動能投組,中動能投組,低動能投組,高短期反轉投組,中短期反轉投組,低短期反轉投組,高長期反轉投組,中長期反轉投組,低長期反轉投組,高盈利能力投組,中盈利能力投組,低盈利能力投組,高投資投組,中投資投組,低投資投組,大型高淨值市價投組,大型中淨值市價投組,大型低淨值市價投組,小型高淨值市價投組,小型中淨值市價投組,小型低淨值市價投組,大型高益本比投組,大型中益本比投組,大型低益本比投組,小型高益本比投組,小型中益本比投組,小型低益本比投組,大型高股利殖利率投組,大型中股利殖利率投組,大型低股利殖利率投組,小型高股利殖利率投組,小型中股利殖利率投組,小型低股利殖利率投組,大型高動能投組,大型中動能投組,大型低動能投組,小型高動能投組,小型中動能投組,小型低動能投組,大型高短期反轉投組,大型中短期反轉投組,大型低短期反轉投組,小型高短期反轉投組,小型中短期反轉投組,小型低短期反轉投組,大型高長期反轉投組,大型中長期反轉投組,大型低長期反轉投組,小型高長期反轉投組,小型中長期反轉投組,小型低長期反轉投組,大型高盈利能力投組,大型中盈利能力投組,大型低盈利能力投組,小型高盈利能力投組,小型中盈利能力投組,小型低盈利能力投組,大型高投資投組,大型中投資投組,大型低投資投組,小型高投資投組,小型中投資投組,小型低投資投組
Z8888 上市＋上櫃(不含金融),200707,6.4625,7.3482,6.7448,3.9197,0.0909,-0.7538,7.3769,-1.7046,3.111,-6.8936,4.3432,2.46,6.6675,6.2833,14.6498,10.3052,7.7988,5.0921,6.7692,5.6781,7.3227,7.6038,3.2443,7.8475,17.8454,7.1171,1.6558,6.7975,5.8394,7.7804,6.409,3.7162,11.1521,5.3567,6.4585,13.5769,6.4355,5.4755,13.3131,8.8602,7.5619,4.9243,17.3739,12.5466,13.4704,6.5227,5.4852,6.8289,13.7858,12.7351,13.2978,7.4295,2.9146,7.6655,12.923,12.4411,14.1945,18.4951,6.7073,1.2835,11.8694,16.3671,14.3271,6.2426,5.4824,7.5232,17.7468,13.5886,13.057,6.3454,3.1371,10.7585,11.6162,16.5096,13.425,5.2142,6.1,12.82,11.7589,13.5326,17.9403,6.233,5.0728,12.8973,13.638,14.4656,15.6602
Z8888 上市＋上櫃(不含金融),200708,-3.1252,-8.8881,-8.7718,-1.7501,6.767,5.7657,-1.9212,3.964,-8.3901,3.5798,-4.3413,2.46,-2.9202,-2.4234,-12.3852,-7.9476,-1.3488,-3.0212,0.5866,-1.7712,-9.5943,0.5403,-1.6534,-5.5484,-6.7543,-0.0153,-5.4141,-6.1767,-1.2305,-3.0212,-0.2477,-3.4139,-11.5631,-2.665,-1.8269,-7.9804,-2.3302,-2.1837,-8.8569,-7.0464,-0.7523,-2.8072,-12.0412,-12.4489,-12.7802,0.9997,-1.5177,-9.257,-10.1872,-10.4262,-13.4645,0.897,-1.358,-5.2619,-9.5853,-9.1669,-14.9577,-6.0166,0.4516,-5.1537,-14.349,-11.359,-11.3696,-5.137,-0.7599,-2.7839,-16.1663,-10.1528,-10.5915,-0.1621,-2.9766,-10.9861,-7.9741,-9.9758,-13.9302,-2.4578,-1.2959,-6.8406,-11.3927,-11.515,-14.1695,-2.0507,-1.7244,-7.8357,-11.4856,-11.541,-14.3832
Z8888 上市＋上櫃(不含金融),200709,5.0589,-3.9531,-3.5698,4.758,-4.3283,-2.9747,0.5712,3.403,-0.1504,-4.4645,0.8891,2.53,5.2697,5.3865,2.7986,7.8067,7.1241,3.3666,5.6015,3.4678,10.2404,4.7436,5.2402,5.7572,3.6154,5.915,5.2181,4.4164,6.7365,6.381,6.506,4.5209,4.3518,2.9627,7.2516,8.1447,5.2359,5.3084,5.2612,8.3961,7.3718,3.4245,4.9769,1.9236,0.4325,5.7624,3.5112,10.7126,0.8644,1.8393,4.5707,4.884,5.37,5.7681,0.2944,1.6646,5.3597,3.4968,6.0739,5.3144,4.5278,2.2685,1.5678,4.4784,7.1091,6.475,1.0738,1.6369,5.8833,6.5552,4.5535,4.592,1.5782,4.0298,3.2407,3.0138,7.446,8.9191,0.5917,3.3007,3.6153,5.3403,5.3839,5.6632,1.4638,3.6065,2.9191
Z8888 上市＋上櫃(不含金融),200710,1.0281,-10.2796,-9.74,2.1769,0.2469,1.9513,-5.8305,-1.3501,-2.3842,-1.2694,-0.1266,2.53,1.2389,1.6514,-7.705,2.6356,0.7031,1.3645,1.3651,1.0679,0.9071,1.9142,1.09,0.9643,-4.9409,1.7398,3.9171,1.3255,2.2033,-2.64,2.4105,0.6821,-0.7232,-0.3537,3.2252,0.5558,2.5423,0.1409,-0.2597,4.6641,1.0714,1.5569,-7.4378,-7.4244,-8.6843,1.6549,1.266,1.6076,-7.5627,-6.5002,-8.0091,2.1776,1.3873,1.2567,-6.8172,-7.4091,-9.799,-4.518,2.082,4.2316,-9.806,-6.4295,-6.8945,1.6997,2.5579,-2.1273,-8.8917,-6.9437,-7.7649,2.4934,1.103,0.9154,-5.3847,-6.8087,-8.575,-0.192,3.742,1.8852,-8.0539,-7.7011,-7.5923,2.8593,0.4362,0.9933,-9.3704,-6.6221,-7.7575
Z8888 上市＋上櫃(不含金融),200711,-12.3403,-1.6982,-1.2438,2.4512,2.6422,5.665,-7.4879,-2.5215,-3.0464,1.2685,2.0671,2.53,-12.1295,-12.0821,-13.2559,-12.0236,-10.193,-13.6399,-10.8989,-12.393,-13.332,-9.0649,-10.74,-16.329,-16.7119,-12.158,-7.9583,-11.8928,-11.81,-15.1282,-13.5199,-8.3996,-14.8603,-12.5751,-11.338,-13.2558,-14.403,-9.6126,-11.9251,-12.0006,-10.068,-13.6087,-12.1528,-13.172,-15.447,-10.8726,-12.3939,-13.2341,-11.7852,-12.3553,-14.7081,-9.0257,-10.6796,-16.3742,-10.4925,-12.6179,-14.474,-16.7085,-12.1758,-7.8778,-16.7816,-11.7665,-10.6365,-11.8792,-11.7469,-15.2752,-12.7485,-12.6671,-14.3955,-13.5729,-8.2619,-15.0278,-9.2882,-12.0259,-13.9261,-12.5853,-11.2675,-13.1403,-12.0525,-13.0022,-14.0344,-14.4077,-9.481,-11.8112,-14.2028,-12.8356,-12.6651
Z8888 上市＋上櫃(不含金融),200712,-1.1103,-3.849,-3.7822,-0.0657,0.7753,1.0098,-0.877,-0.3373,-2.882,0.3438,-0.3208,2.61,-0.8928,-0.7358,-4.6581,-1.566,-1.0411,-0.6299,0.1638,-0.9095,-2.0605,0.2735,-0.3334,-2.168,0.1423,-2.6933,0.7104,-0.507,-0.7346,-2.1581,-0.896,-0.3759,-4.6517,0.2647,-1.9346,-1.688,-1.0612,-0.3898,-2.351,-1.0608,-0.8851,-0.5598,-4.413,-4.857,-4.7827,0.3039,-0.8,-1.9324,-4.6071,-5.3691,-3.9214,0.3838,-0.1596,-2.14,-3.8,-5.8055,-3.2958,0.3292,-2.6208,0.9626,-5.3889,-4.3535,-4.2684,-0.3221,-0.5992,-2.0317,-4.931,-4.9622,-3.8961,-0.8567,-0.2587,-4.4106,-3.7446,-3.7923,-5.9547,0.3743,-1.8292,-1.2946,-5.3478,-4.4607,-4.3665,-0.9614,-0.2518,-1.9367,-5.3245,-3.9017,-4.9907
Z8888 上市＋上櫃(不含金融),200801,-14.3102,-0.1682,0.4755,6.5911,6.2829,7.4026,-0.185,-5.8832,-4.1572,-3.2356,4.344,2.61,-14.0927,-14.1632,-12.3059,-10.1988,-11.0362,-17.3355,-12.0319,-13.3222,-20.5514,-11.4813,-10.6425,-21.2639,-15.6739,-12.1501,-13.6143,-14.2311,-11.7672,-20.8661,-12.193,-11.6922,-15.3012,-13.5671,-16.0641,-8.8108,-19.283,-8.81,-13.2236,-10.121,-11.0093,-17.3473,-10.6531,-11.72,-16.609,-12.1088,-13.3092,-21.0694,-9.2777,-13.877,-12.8829,-11.5449,-10.5724,-21.4439,-9.0299,-12.9775,-13.936,-15.7297,-12.257,-13.468,-13.303,-9.8498,-15.1947,-14.2931,-11.822,-21.4407,-11.1847,-10.665,-15.8034,-12.2457,-11.8171,-15.7828,-7.647,-9.103,-12.4242,-13.5775,-16.2039,-8.3945,-13.001,-12.6153,-11.7129,-19.3949,-8.6969,-13.4806,-14.307,-11.7951,-11.5333
Z8888 上市＋上櫃(不含金融),200802,12.2694,1.4516,1.2638,2.7948,-6.2159,-4.028,1.5724,9.2446,3.4903,-5.894,2.7054,2.61,12.4869,12.3961,14.7204,15.0376,12.8869,11.5533,10.9045,11.6602,17.0628,11.1961,11.0842,14.6156,14.5254,10.4558,11.4988,9.6142,12.0075,16.8769,11.5806,11.9772,15.4325,9.7015,14.3985,17.1418,13.458,10.9801,15.511,14.8811,12.8468,11.5178,15.9577,13.9114,13.7315,10.8803,11.6116,16.9881,11.7401,13.752,18.0641,11.1772,11.0517,14.563,11.9016,12.2007,16.5718,14.491,10.3378,11.0876,15.7675,13.2587,16.0261,9.508,11.9602,16.6895,12.1182,12.9788,23.4259,11.5756,11.7842,15.5318,12.0396,15.861,15.064,9.6491,14.4029,17.1941,12.5206,14.2945,16.7636,13.4611,10.8663,15.2942,13.3279,14.0745,16.9057
Z8888 上市＋上櫃(不含金融),200803,1.3875,2.6053,2.5209,1.5626,3.5334,4.6251,2.9096,0.5493,-2.8535,-1.0458,2.5192,2.61,1.605,1.4836,4.5001,2.7658,2.4793,0.5702,3.1717,1.7529,-1.5546,3.0489,3.1878,-2.188,2.8298,0.5386,0.3748,3.0338,0.914,2.2463,0.8715,3.7089,0.8778,1.3363,1.4683,3.1355,-0.1918,2.9112,3.7432,2.3678,2.4105,0.5159,5.0849,4.2137,3.8115,3.0653,1.7159,-2.0364,6.8137,3.3037,4.8486,2.9245,3.209,-2.3481,7.6458,2.4729,3.6683,2.7476,0.3618,0.1856,5.3752,5.1369,2.1179,3.039,0.7969,2.1073,2.9727,5.2765,5.003,0.7789,3.6522,0.088,9.1548,4.7846,4.1388,1.2826,1.3322,2.9384,4.1308,4.6779,4.5666,-0.2799,2.8293,3.6001,3.4923,5.0564,4.6507
Z8888 上市＋上櫃(不含金融),200804,3.3033,3.4855,3.564,0.429,-0.8991,-2.9012,-1.6738,4.4933,0.4279,1.7524,-1.5956,2.65,3.5241,3.3808,6.8251,2.8455,1.1221,5.8008,2.4081,3.5198,6.0465,1.4898,3.7395,5.7315,1.9308,4.6106,8.1124,0.2679,3.207,6.4577,3.2313,3.0185,2.4699,4.9147,2.4278,2.0458,4.4755,2.7236,3.0362,1.7401,0.9386,5.8288,9.1363,5.638,4.1897,2.252,3.4193,6.0899,7.5505,7.6853,5.5109,1.381,3.6571,5.7002,5.3276,6.5318,6.8109,1.7202,4.584,8.3731,9.2256,5.1902,5.9203,-0.1199,3.053,6.4137,5.2111,7.7595,7.6642,3.2118,2.8788,1.4848,4.6661,6.4517,7.249,4.8961,2.1785,1.5303,5.8579,8.1017,5.7189,4.4126,2.5365,2.6245,7.002,7.5185,5.599
Z8888 上市＋上櫃(不含金融),200805,-3.317,-1.3775,-0.9706,2.4567,3.7095,4.6734,2.1373,-0.017,-0.8805,0.8304,0.3168,2.65,-3.0962,-3.054,-4.0297,-3.7483,-2.5947,-3.3591,-1.4035,-3.6198,-4.888,-2.2082,-2.1901,-5.2934,-2.5472,-3.3454,-4.7331,-4.0898,-2.3351,-3.4088,-2.2042,-3.2571,-3.3196,-2.666,-3.181,-4.4516,-3.6761,-2.5617,-2.9776,-4.1523,-2.4885,-3.2903,-1.6058,-5.0764,-7.3813,-1.4158,-3.5927,-4.8813,-1.0187,-4.7008,-4.9721,-2.2765,-2.1292,-5.2654,0.1104,-4.2007,-6.2475,-2.532,-3.3023,-4.6906,-2.9808,-4.3967,-5.0967,-4.045,-2.3346,-3.3324,-4.7312,-2.3379,-5.4778,-2.2125,-3.2396,-3.4963,-1.5866,-3.6263,-2.0637,-2.6255,-3.181,-4.4378,-4.6966,-3.1814,-4.5452,-3.6888,-2.4621,-2.9216,-3.1833,-4.9961,-3.3169
Z8888 上市＋上櫃(不含金融),200806,-12.9663,-2.5793,-2.6932,-3.3728,5.1807,5.3395,6.7343,-3.1734,1.2249,4.7274,0.331,2.65,-12.7455,-12.5758,-16.5786,-17.6303,-13.1473,-11.2348,-13.9326,-8.9652,-20.1034,-9.1469,-11.6132,-16.7727,-11.951,-11.3619,-21.0381,-16.1621,-10.2398,-17.7802,-14.7878,-8.9569,-14.869,-10.6345,-13.3065,-19.0975,-15.5953,-9.4168,-15.7562,-17.8264,-13.007,-11.1479,-16.6188,-16.5487,-16.5516,-13.8958,-8.7945,-20.1795,-15.0806,-15.8436,-19.1582,-8.9566,-11.4992,-16.7262,-15.4629,-15.465,-18.3724,-11.8257,-11.1612,-21.142,-15.7332,-15.6027,-19.8854,-16.2416,-10.0907,-17.59,-14.9133,-15.73,-19.9117,-14.739,-8.6242,-14.8022,-17.9298,-15.9537,-15.4169,-10.5185,-13.1824,-19.3756,-16.5835,-15.9756,-17.1812,-15.543,-9.1747,-15.5574,-17.6422,-15.5042,-16.9658
Z8888 上市＋上櫃(不含金融),200807,-3.2554,0.8315,0.1958,-4.5611,-1.882,1.0867,0.6092,3.3271,-3.6394,5.0965,-4.9464,2.71,-3.0296,-3.0009,-3.7725,-6.2035,-5.6925,-1.2556,-4.9059,-2.2029,-0.023,-2.3309,-2.3027,-2.8613,-2.4928,-3.6627,-3.2375,-2.9595,-3.4658,-1.8379,-2.2786,-3.726,-6.735,-3.4982,-1.5451,-6.4443,-0.0232,-4.0491,-6.1396,-6.281,-5.8154,-1.2489,-5.7884,-3.3642,-1.6982,-5.0112,-2.2229,0.2995,-2.1063,-1.1467,-3.6531,-2.3958,-2.3221,-2.8752,-0.5745,-1.5783,-2.2685,-2.4705,-3.6996,-2.9439,-3.9868,-2.6959,-4.7318,-2.872,-3.4602,-1.9126,-6.9045,-3.6128,-1.2096,-2.2622,-3.7575,-6.7814,-3.5662,-2.7563,-6.3258,-3.5585,-1.5038,-6.2347,-0.3967,-2.5703,-7.9136,0.0528,-4.0986,-6.1344,-2.5137,-2.5954,-6.2194
Z8888 上市＋上櫃(不含金融),200808,1.337,0.0143,-0.6971,-2.258,1.0892,-1.0444,-4.1339,0.0845,1.1265,4.9832,-1.4586,2.71,1.5628,1.614,0.2467,-1.935,0.4063,2.5732,0.7054,2.1722,1.1951,-1.0634,2.6826,2.8701,-0.5704,4.9927,5.6532,-0.407,2.4436,1.6304,0.9716,1.7087,2.8497,2.9248,0.8803,-2.7586,4.4947,-1.6204,3.0968,-2.369,0.4042,2.6143,0.3573,0.4451,-0.11,0.6289,2.1902,1.3159,2.655,1.2338,-0.2105,-1.2021,2.6993,2.9258,2.5607,2.0652,0.5216,-0.5669,5.2068,6.682,-0.8218,0.8784,0.197,-0.458,2.4733,1.8029,0.5556,1.3311,-1.5363,0.9876,1.8098,3.0993,-0.286,-1.3376,-0.1448,2.9514,0.8497,-2.7758,1.6022,1.637,-2.6369,4.6241,-1.7371,3.3982,0.1812,1.7204,-1.5101
Z8888 上市＋上櫃(不含金融),200809,-18.9265,-3.5073,-4.2384,-2.9069,4.8451,3.3,8.3171,-0.4985,-1.5334,4.7898,1.3929,2.71,-18.7007,-18.4834,-24.3935,-25.8331,-19.7337,-17.3494,-19.8587,-16.1625,-25.4429,-15.9444,-18.2981,-19.632,-16.5337,-19.1301,-27.0741,-18.1986,-19.1939,-18.9674,-19.7273,-15.285,-24.6464,-16.8634,-18.9575,-27.7305,-20.1055,-17.5642,-18.4023,-26.4204,-19.4683,-17.2199,-22.8193,-24.6053,-26.206,-19.7459,-16.023,-25.3271,-22.7054,-23.5797,-26.8145,-15.6421,-18.1552,-19.4746,-23.6654,-23.6712,-26.433,-16.4539,-18.9667,-26.9603,-21.6886,-22.804,-27.8163,-18.0246,-18.9433,-18.7318,-24.5303,-24.0063,-24.8202,-19.6465,-15.0303,-24.7478,-25.3696,-23.0414,-23.335,-16.694,-18.7413,-28.3291,-25.5852,-24.2822,-23.5297,-19.9643,-17.3311,-18.039,-25.055,-24.076,-24.1945
Z8888 上市＋上櫃(不含金融),200810,-13.653,4.6012,4.4525,0.9711,1.7106,4.6198,5.26,-0.9644,-0.7334,1.8525,3.494,2.555,-13.4401,-13.5906,-9.1831,-13.8144,-13.1852,-13.5184,-14.3562,-12.6337,-15.572,-7.3672,-13.9151,-17.5017,-11.9304,-14.3353,-17.5932,-11.9713,-17.3835,-14.3052,-15.1029,-12.1083,-15.0805,-13.2518,-13.4139,-14.7439,-16.0112,-12.1439,-11.329,-15.0314,-13.3951,-13.5477,-7.8461,-9.0526,-11.272,-14.6034,-12.7027,-16.0564,-7.8305,-8.5909,-9.7988,-7.3248,-14.0585,-17.7143,-8.5719,-8.1277,-7.422,-12.0267,-14.4837,-18.7423,-6.7697,-9.5585,-10.5741,-12.011,-17.9409,-14.7079,-9.8687,-8.6064,-9.1006,-15.1897,-12.2346,-15.6274,-8.1945,-7.8991,-9.2237,-13.326,-13.6135,-15.3672,-8.9633,-8.1429,-10.6272,-16.1285,-12.3041,-11.4462,-11.6087,-7.2712,-9.303
Z8888 上市＋上櫃(不含金融),200811,-10.2992,-2.2806,-1.6343,5.2499,-2.745,-1.5612,7.1848,-2.4416,-1.8003,-5.259,1.8894,2.17,-10.1184,-10.1121,-10.2868,-7.062,-5.2477,-12.6884,-10.9363,-10.5147,-6.1302,-10.5244,-8.2829,-11.9334,-7.7481,-12.4889,-14.3548,-10.7418,-8.7247,-11.459,-10.2842,-9.1903,-11.5433,-11.7836,-8.9476,-5.0022,-12.75,-7.5239,-10.8761,-6.9057,-4.93,-12.6912,-7.7646,-11.1252,-12.4789,-10.9632,-10.5209,-5.7848,-10.2773,-10.1678,-9.9658,-10.4473,-8.2341,-12.0254,-12.7536,-10.1081,-8.0531,-7.7855,-12.5322,-14.4008,-6.2162,-11.1814,-13.9704,-10.8374,-8.6789,-11.4145,-8.9195,-9.9709,-13.2256,-10.2954,-9.2472,-11.5071,-9.4516,-7.3844,-11.8404,-11.7595,-8.959,-4.1786,-13.1049,-8.6633,-10.1679,-12.7438,-7.5108,-10.8643,-12.9742,-7.8977,-11.0749
Z8888 上市＋上櫃(不含金融),200812,1.8704,-2.3216,-1.942,1.988,-3.9088,-5.0033,-7.4376,3.4583,0.4898,-0.2679,4.2184,1.42,1.9887,2.0306,0.9155,5.8533,1.7923,1.6524,0.5074,1.5836,4.6856,-2.8783,2.2459,4.8587,0.2631,1.0728,10.4068,0.1314,1.8988,4.3007,-0.5516,5.2,3.4242,4.22,-1.4827,4.6075,0.0553,1.6206,6.2697,6.9128,1.8784,1.6432,1.0437,0.0885,2.3373,0.5586,1.6154,4.8496,-0.7416,-0.1759,2.785,-2.9531,2.2633,4.9433,-0.6574,1.5813,1.4528,0.2914,1.0792,10.8953,-0.9211,0.9314,3.3501,0.1409,1.9345,4.3579,-0.067,0.8305,2.6326,-0.6007,5.3946,3.7983,4.1512,-0.0783,0.7318,4.2754,-1.5789,5.1824,1.1491,0.9057,0.7778,0.0535,1.658,6.5184,0.1213,0.5488,2.0932
Z8888 上市＋上櫃(不含金融),200901,-6.2182,2.9669,2.6793,-0.5431,-0.9493,0.5783,-0.8821,1.7295,2.3092,0.2897,-0.857,0.92,-6.1415,-6.231,-3.6804,-7.724,-5.7152,-6.1669,-3.8863,-7.2145,-4.0039,-6.2953,-4.9098,-7.2114,-8.1228,-3.5658,-5.4388,-7.081,-6.0282,-5.0646,-6.3365,-7.0167,-4.4244,-5.9291,-6.4562,-6.0448,-4.0618,-7.2368,-7.3084,-8.5491,-5.8569,-6.182,-3.7684,-2.8696,-5.0492,-3.8667,-7.2842,-4.1572,-4.3708,-3.2794,-2.1817,-6.3992,-4.9437,-7.2994,-3.2756,-3.6046,-3.532,-8.2469,-3.5823,-5.4802,-3.5767,-3.1959,-4.5793,-7.1423,-6.1315,-5.1368,-5.1992,-2.5422,-3.7456,-6.3423,-7.1383,-4.6838,-5.7741,-3.5486,-2.8141,-5.9651,-6.5862,-6.329,-3.8684,-3.3071,-4.0838,-4.0375,-7.3727,-7.5484,-4.9366,-3.2901,-3.1396
Z8888 上市＋上櫃(不含金融),200902,9.0719,1.2027,0.3455,-5.9776,-2.2599,-3.5583,-9.4601,1.7076,5.179,2.047,-2.0406,0.77,9.1361,9.1628,8.4461,6.3574,7.2251,10.4198,7.2183,10.2145,7.296,4.5085,10.949,11.0153,8.4251,7.1165,15.6216,11.1016,8.0896,9.1134,6.3854,11.9914,10.3161,10.4399,8.038,6.1025,12.4561,6.3027,9.3784,6.4104,7.2173,10.3696,6.1163,7.3769,14.1123,7.2771,10.2534,7.0177,5.7565,8.0967,10.5356,4.3886,11.0367,11.0824,7.8976,7.6172,8.3205,8.5467,7.0863,15.6095,3.9717,7.8225,15.8291,11.4395,8.0895,9.0496,6.3592,8.0915,12.1644,6.4076,12.2278,10.2219,4.3941,6.0913,10.9379,10.4597,8.097,5.4924,9.3234,6.6569,10.1966,12.5439,6.2388,9.4455,9.253,8.0781,8.2702
Z8888 上市＋上櫃(不含金融),200903,13.4086,5.6299,6.3844,5.2933,-3.7511,-2.0036,-9.3253,-0.828,9.3183,-7.7642,1.442,0.77,13.4728,13.1705,21.4943,21.1406,14.9196,11.9105,13.538,12.4444,15.9242,14.2959,11.5271,13.641,10.5639,15.3272,18.2633,12.4274,13.7436,14.1748,10.5933,15.9424,24.2992,11.793,13.6737,22.9442,11.9895,12.887,17.3245,20.9537,14.5721,11.7876,21.995,21.6337,20.5745,13.3477,12.308,15.2007,18.3545,19.9978,24.0037,14.0994,11.3691,13.38,19.6503,17.7365,24.3769,10.418,15.0256,17.7104,15.8729,22.777,27.231,12.0896,13.3749,14.0242,21.7391,23.361,18.1485,10.498,15.756,24.338,19.2619,20.57,24.0586,11.6601,13.3564,22.8268,19.3392,21.1541,23.701,11.6589,12.6468,17.0553,24.3119,19.4682,21.7995
Z8888 上市＋上櫃(不含金融),200904,13.827,-0.5916,-0.0178,-0.5796,2.9688,4.4846,-6.4124,-2.9309,-2.6921,0.2743,-3.5836,0.77,13.8912,13.8866,13.9978,15.9685,14.253,13.4586,17.4818,12.9299,12.2263,16.1956,12.9706,12.8936,10.4849,17.1204,16.9221,15.509,13.6815,13.5832,14.0358,13.1741,15.5347,11.4189,17.3796,13.7287,16.4818,13.7842,9.6913,16.8393,14.2608,13.41,12.0179,14.1109,16.6064,17.6391,12.8901,12.1281,13.6668,14.9863,13.2402,16.174,12.949,12.9438,16.7564,13.7715,11.0173,10.4887,17.1902,16.9436,10.3495,15.304,16.7193,15.5918,13.6241,13.6417,14.7455,15.1457,10.8338,13.9837,13.1408,16.2121,18.4504,13.8652,10.8378,11.3363,17.5343,13.8933,15.784,13.9686,12.6784,16.5715,13.7448,9.4564,13.4885,14.7957,13.4364
Z8888 上市＋上櫃(不含金融),200905,13.0147,-0.1075,0.0932,2.061,-8.4064,-6.1242,-10.0869,-0.9855,-0.8014,-4.7297,-4.722,0.77,13.0789,13.044,13.9365,17.9303,10.5959,13.7275,11.2054,12.3053,21.6612,9.2579,10.6639,19.2888,8.9176,14.5132,23.5793,16.0148,11.7455,12.3415,13.4821,12.0065,10.4139,12.109,13.3502,17.2539,17.3846,10.068,11.4419,18.6457,10.4873,13.701,14.5637,12.5612,15.3865,11.2182,12.2884,22.1396,10.8834,13.1595,16.7748,9.0736,10.6944,19.3769,14.0127,9.5462,15.9578,8.8089,14.5474,24.096,12.2133,13.604,17.1,16.1499,11.6956,12.0911,13.2089,13.599,15.2966,13.4897,11.9588,9.6432,12.8167,12.9796,15.0604,12.1153,13.334,17.4659,11.7879,13.7182,15.8966,17.4671,9.8457,11.4616,14.5775,15.7314,11.1391
Z8888 上市＋上櫃(不含金融),200906,-6.513,-0.5592,-0.6544,-0.8457,2.8286,2.023,-0.1285,4.039,-3.6391,2.2828,-2.598,0.77,-6.4488,-6.3965,-7.7206,-9.8653,-5.2979,-6.5733,-5.9275,-6.1522,-6.9092,-5.8565,-5.0704,-7.5835,-5.5808,-6.9497,-7.6777,-7.9162,-6.5529,-4.2117,-4.6065,-7.637,-10.4642,-5.8893,-6.8178,-7.9029,-6.517,-5.0393,-9.1638,-10.3851,-5.205,-6.5257,-7.338,-6.9496,-9.5059,-5.9738,-6.1229,-6.6436,-4.7593,-7.6191,-9.7467,-5.8514,-5.0088,-7.5647,-5.9831,-7.353,-8.3159,-5.4346,-6.9681,-7.735,-9.289,-6.43,-6.7316,-7.7662,-6.561,-4.0736,-10.6236,-6.2397,-6.2382,-4.5709,-7.67,-10.6979,-7.6367,-6.9903,-8.7878,-5.8896,-6.7561,-7.8071,-5.8743,-8.2143,-8.5223,-6.5364,-4.8956,-9.2165,-5.8397,-8.5067,-8.3556
Z8888 上市＋上櫃(不含金融),200907,13.3879,2.0881,4.3679,5.9671,6.4135,-1.1546,1.3482,8.898,11.3299,1.1242,0.0627,0.77,13.4521,13.2539,18.4695,19.8191,17.5424,11.2887,19.8828,13.6185,7.7965,13.966,14.8202,10.2562,18.7288,10.8774,15.7178,14.2022,11.2709,21.6114,9.8556,16.0657,22.9843,13.9266,13.1873,12.6069,13.8633,13.5343,12.751,19.759,17.5175,11.2239,20.1398,17.8841,16.7408,20.0618,13.4866,7.5033,17.1045,20.4655,16.836,13.856,14.7387,10.0502,15.4021,19.8119,21.5171,18.7133,10.725,15.4376,19.0635,16.7332,19.6428,14.242,11.104,21.3776,13.2543,18.0789,23.9147,9.8459,15.985,23.5602,10.8034,17.9453,19.7489,13.8213,12.9591,12.0896,18.3268,19.2228,17.8101,13.6809,13.4363,12.3374,19.054,16.4344,20.5229
Z8888 上市＋上櫃(不含金融),200908,-2.0006,1.2337,0.2337,-2.8138,-0.05,0.6405,3.2644,-0.4107,-2.1832,1.709,1.9892,0.77,-1.9364,-1.9116,-2.4907,-6.5281,-3.5905,-0.6959,-0.1263,-1.3756,-1.1971,0.0768,-0.1093,-2.3873,-1.6976,-1.1926,-5.3119,-0.5949,-1.6451,-3.2008,-1.4876,-0.0154,-7.5156,-2.1037,-0.7186,-5.2949,-3.6768,-1.4584,-0.5143,-7.2714,-3.712,-0.6607,-2.5136,-1.9326,-3.4967,0.0628,-1.3907,-1.1759,-3.1361,-0.6426,-1.7974,0.2889,-0.0907,-2.4114,-2.6196,-1.1927,-1.2002,-1.7472,-1.1461,-5.4793,-0.7079,-3.0149,-3.5045,-0.3908,-1.6132,-3.2602,-3.2478,-2.571,-1.1998,-1.4576,0.0428,-8.2337,-4.3574,-1.2716,-1.9478,-2.0859,-0.6654,-5.5596,-2.8166,-2.052,-2.7609,-3.6803,-1.4636,-0.3774,-3.5828,-1.3109,-2.9073
